workflow_id,stage_id,stage_type,workload_id,workload_source,chromosome,region_start,region_end,region_size,variant_count,sample_count,dataset_size_mb,requested_cpu,requested_memory_mb,worker_count,runtime_seconds,actual_cpu,actual_memory_mb,success,timestamp
wf-sm-05,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,2048.0,4,0.5,0.5,71.19,True,2026-09-17 13:52:14
wf-sm-05,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,2048.0,4,0.5,0.25,67.2,True,2026-09-20 16:33:14
wf-sm-05,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,256.0,2,0.5,0.5,38.1,True,2026-09-20 03:42:14
wf-sm-05,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,1024.0,4,0.5,0.5,62.59,True,2026-09-19 05:52:14
wf-sm-05,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,2048.0,1,0.5,0.449,25.0,True,2026-09-20 02:26:14
wf-sm-06,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,512.0,2,0.5,0.981,34.59,True,2026-09-19 00:49:14
wf-sm-06,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,512.0,4,0.5,1.0,58.17,True,2026-09-16 19:53:14
wf-sm-06,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,2048.0,1,0.5,0.434,25.0,True,2026-09-22 12:53:14
wf-sm-06,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,256.0,4,0.5,1.0,58.6,True,2026-09-23 09:33:14
wf-sm-06,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,256.0,1,0.5,0.388,25.0,True,2026-09-23 01:50:14
wf-sm-07,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,256.0,2,0.5,0.908,30.51,True,2026-09-23 00:42:14
wf-sm-07,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,512.0,1,0.5,0.476,25.0,True,2026-09-22 10:42:14
wf-sm-07,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,1024.0,2,0.5,0.25,36.68,True,2026-09-20 00:37:14
wf-sm-07,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,512.0,4,0.5,0.25,61.78,True,2026-09-19 18:06:14
wf-sm-07,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,1024.0,1,0.5,0.362,25.0,True,2026-09-16 15:11:14
wf-sm-08,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,2048.0,1,0.5,0.434,25.0,True,2026-09-23 03:27:14
wf-sm-08,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,1024.0,2,0.5,0.25,33.72,True,2026-09-20 01:29:14
wf-sm-08,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,256.0,4,0.5,1.54,60.65,True,2026-09-21 23:20:14
wf-sm-08,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,1024.0,1,0.5,0.489,25.0,True,2026-09-23 13:21:14
wf-sm-08,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,1024.0,1,0.5,0.491,25.0,True,2026-09-21 07:22:14
wf-sm-09,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,1024.0,4,0.5,0.5,69.89,True,2026-09-21 19:11:14
wf-sm-09,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,1024.0,2,0.5,0.5,38.44,True,2026-09-17 02:06:14
wf-sm-09,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,512.0,2,0.5,0.25,31.97,True,2026-09-16 19:47:14
wf-sm-09,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,1024.0,2,0.5,0.25,34.92,True,2026-09-21 09:43:14
wf-sm-09,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,512.0,1,0.5,0.25,25.0,True,2026-09-22 09:25:14
wf-sm-10,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,256.0,4,0.5,0.25,67.75,True,2026-09-22 04:27:14
wf-sm-10,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,512.0,1,0.5,0.41,25.0,True,2026-09-18 23:30:14
wf-sm-10,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,512.0,1,0.5,0.375,25.0,True,2026-09-20 21:55:14
wf-sm-10,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,512.0,2,0.5,0.25,33.34,True,2026-09-18 20:00:14
wf-sm-10,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,512.0,2,0.5,0.5,29.51,True,2026-09-23 09:57:14
wf-sm-11,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,512.0,4,0.5,1.0,63.96,True,2026-09-20 07:15:14
wf-sm-11,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,2048.0,1,0.5,0.479,25.0,True,2026-09-18 06:15:14
wf-sm-11,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,256.0,4,0.5,1.0,61.34,True,2026-09-19 03:30:14
wf-sm-11,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,512.0,1,0.5,0.25,25.0,True,2026-09-21 14:47:14
wf-sm-11,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,256.0,1,0.5,0.384,25.0,True,2026-09-18 15:30:14
wf-sm-12,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,2048.0,4,0.5,0.5,56.61,True,2026-09-23 10:58:14
wf-sm-12,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,1024.0,1,0.5,0.25,25.0,True,2026-09-16 23:30:14
wf-sm-12,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,256.0,2,0.5,0.25,32.62,True,2026-09-17 21:30:14
wf-sm-12,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,1024.0,1,0.5,0.459,25.0,True,2026-09-21 18:08:14
wf-sm-12,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,256.0,2,0.5,0.894,35.57,True,2026-09-22 05:20:14
wf-sm-13,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,2048.0,1,0.5,0.385,25.0,True,2026-09-20 15:48:14
wf-sm-13,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,1000m,256.0,1,0.5,0.469,25.0,True,2026-09-23 02:22:14
wf-sm-13,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,2048.0,4,0.5,0.5,64.05,True,2026-09-19 22:49:14
wf-sm-13,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,250m,512.0,4,0.5,0.25,63.02,True,2026-09-23 09:39:14
wf-sm-13,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,2048.0,1,0.5,0.429,25.0,True,2026-09-23 08:26:14
wf-sm-14,vcf_stats_small,vcf_stats,sim_vcf_stats_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,256.0,4,0.5,1.572,57.69,True,2026-09-20 09:12:14
wf-sm-14,filtering_small,filtering,sim_filtering_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,512.0,1,0.5,0.434,25.0,True,2026-09-17 11:09:14
wf-sm-14,variant_processing_small,variant_processing,sim_variant_processing_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,2048.0,4,0.5,1.95,67.3,True,2026-09-19 11:36:14
wf-sm-14,feature_extraction_small,feature_extraction,sim_feature_extraction_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,500m,512.0,1,0.5,0.463,25.0,True,2026-09-17 13:03:14
wf-sm-14,analysis_small,analysis,sim_analysis_small,simulated,22,16050000,16150000,100000,1170,2504,0.17,2000m,512.0,4,0.5,1.82,74.27,True,2026-09-21 16:53:14
wf-me-00,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,2048.0,2,0.88,0.899,72.85,True,2026-09-22 01:33:14
wf-me-00,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,1024.0,2,1.636,0.794,59.85,True,2026-09-19 04:51:14
wf-me-00,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,512.0,2,4.753,0.75,69.25,True,2026-09-20 16:17:14
wf-me-00,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,2048.0,4,2.385,1.654,113.91,True,2026-09-20 09:12:14
wf-me-00,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,256.0,4,2.237,0.5,110.83,True,2026-09-17 08:02:14
wf-me-01,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,1024.0,2,1.075,0.25,67.44,True,2026-09-18 16:17:14
wf-me-01,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,2048.0,2,1.994,0.756,71.4,True,2026-09-20 05:29:14
wf-me-01,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,2048.0,1,7.114,0.443,51.59,True,2026-09-21 02:41:14
wf-me-01,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,256.0,2,4.208,0.826,77.35,True,2026-09-17 01:07:14
wf-me-01,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,2048.0,4,2.099,1.0,87.87,True,2026-09-19 17:04:14
wf-me-02,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,512.0,2,0.87,0.25,59.36,True,2026-09-19 00:56:14
wf-me-02,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,1024.0,2,2.031,0.774,78.21,True,2026-09-17 21:37:14
wf-me-02,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,512.0,2,4.284,0.5,59.52,True,2026-09-18 08:50:14
wf-me-02,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,512.0,1,5.603,0.25,48.77,True,2026-09-20 01:18:14
wf-me-02,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,2048.0,1,4.918,0.468,55.85,True,2026-09-17 04:39:14
wf-me-03,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,512.0,4,0.613,1.0,108.76,True,2026-09-19 19:39:14
wf-me-03,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,2048.0,2,2.158,0.5,65.46,True,2026-09-21 18:37:14
wf-me-03,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,256.0,2,4.031,0.5,63.03,True,2026-09-20 01:44:14
wf-me-03,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,512.0,2,3.936,0.758,67.93,True,2026-09-23 00:54:14
wf-me-03,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,512.0,1,4.875,0.366,53.41,True,2026-09-22 23:50:14
wf-me-04,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,256.0,4,0.788,0.25,107.61,True,2026-09-21 03:05:14
wf-me-04,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,256.0,4,1.278,0.25,98.04,True,2026-09-22 01:25:14
wf-me-04,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,256.0,2,4.369,0.5,73.25,True,2026-09-18 16:33:14
wf-me-04,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,512.0,2,3.324,0.5,65.07,True,2026-09-22 21:38:14
wf-me-04,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,1024.0,2,2.795,0.9,73.93,True,2026-09-19 00:54:14
wf-me-05,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,1024.0,4,0.644,0.5,103.82,True,2026-09-23 10:56:14
wf-me-05,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,512.0,2,1.877,0.25,68.58,True,2026-09-18 18:21:14
wf-me-05,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,1024.0,1,6.824,0.25,48.89,True,2026-09-22 10:31:14
wf-me-05,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,2048.0,4,2.634,1.768,87.94,True,2026-09-23 09:58:14
wf-me-05,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,512.0,4,2.379,1.732,101.37,True,2026-09-18 14:40:14
wf-me-06,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,256.0,4,0.704,0.25,110.36,True,2026-09-18 06:18:14
wf-me-06,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,256.0,4,1.174,0.5,100.81,True,2026-09-20 12:11:14
wf-me-06,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,512.0,1,5.672,0.388,46.26,True,2026-09-20 05:03:14
wf-me-06,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,2048.0,1,6.068,0.415,55.56,True,2026-09-21 02:47:14
wf-me-06,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,512.0,2,2.894,0.867,71.19,True,2026-09-21 18:01:14
wf-me-07,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,512.0,1,1.388,0.456,60.45,True,2026-09-19 11:51:14
wf-me-07,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,2048.0,1,2.95,0.38,45.69,True,2026-09-21 15:40:14
wf-me-07,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,1024.0,2,4.055,0.25,74.91,True,2026-09-18 21:39:14
wf-me-07,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,256.0,1,5.131,0.396,58.54,True,2026-09-19 10:46:14
wf-me-07,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,1024.0,1,4.132,0.45,45.54,True,2026-09-23 09:09:14
wf-me-08,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,512.0,1,1.254,0.489,58.28,True,2026-09-23 02:07:14
wf-me-08,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,256.0,2,2.011,0.5,60.82,True,2026-09-16 15:07:14
wf-me-08,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,256.0,2,5.057,0.987,64.16,True,2026-09-20 22:56:14
wf-me-08,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,2048.0,4,2.904,1.0,97.49,True,2026-09-19 02:18:14
wf-me-08,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,512.0,1,4.716,0.416,52.88,True,2026-09-19 14:48:14
wf-me-09,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,256.0,4,0.814,0.5,100.05,True,2026-09-17 23:31:14
wf-me-09,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,256.0,2,2.004,0.25,73.64,True,2026-09-20 08:52:14
wf-me-09,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,256.0,1,6.141,0.474,57.04,True,2026-09-19 16:37:14
wf-me-09,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,512.0,4,2.98,0.25,112.41,True,2026-09-18 03:57:14
wf-me-09,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,256.0,2,2.919,0.5,62.08,True,2026-09-21 19:57:14
wf-me-10,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,256.0,2,1.01,0.9,61.46,True,2026-09-23 06:06:14
wf-me-10,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,256.0,4,1.547,0.25,98.59,True,2026-09-21 14:30:14
wf-me-10,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,1024.0,2,4.878,0.25,60.22,True,2026-09-20 18:02:14
wf-me-10,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,2000m,2048.0,1,5.75,0.487,49.93,True,2026-09-19 11:44:14
wf-me-10,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,512.0,4,1.977,0.5,113.34,True,2026-09-17 10:08:14
wf-me-11,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,512.0,1,1.424,0.491,50.89,True,2026-09-19 02:53:14
wf-me-11,filtering_medium,filtering,sim_filtering_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,256.0,2,2.003,0.25,78.46,True,2026-09-22 12:10:14
wf-me-11,variant_processing_medium,variant_processing,sim_variant_processing_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,1024.0,1,6.514,0.25,57.45,True,2026-09-19 21:08:14
wf-me-11,feature_extraction_medium,feature_extraction,sim_feature_extraction_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,250m,256.0,2,4.181,0.25,67.36,True,2026-09-18 18:51:14
wf-me-11,analysis_medium,analysis,sim_analysis_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,1000m,512.0,4,2.428,1.0,89.04,True,2026-09-21 14:25:14
wf-me-12,vcf_stats_medium,vcf_stats,sim_vcf_stats_medium,simulated,22,16050000,16150000,100000,17985,2504,2.966,500m,512.0,1,1.417,0.456,50.36,True,2026-09-22 05:41:14
